,location,name,nid,rank,rank_order,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
363,Japan,Kobe University,833,350-400,364,24.3,366,33.5,244,18.1,387,-,15.5,352,28.3,253,"Biological Sciences,Physics & Astronomy,Computer Science,Chemistry,General Engineering,Mathematics & Statistics,Civil Engineering,Economics & Econometrics,Law,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Mechanical & Aerospace Engineering,Chemical Engineering,Medicine & Dentistry",/world-university-rankings/kobe-university
364,Russian Federation,Saint Petersburg State University,853,350-400,365,3.1,402,26.0,347,38.1,257,-,19.7,295,37.6,164,"Languages, Literature & Linguistics,Education,Sociology,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Chemistry,Architecture,Biological Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Agriculture & Forestry,Computer Science,Chemical Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Physics & Astronomy,Law,Sport Science,Business & Management,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Accounting & Finance,Communication & Media Studies",/world-university-rankings/saint-petersburg-state-university
365,United Kingdom,Liverpool John Moores University,836,350-400,366,48.4,246,26.9,336,52.6,185,-,9.3,398,12.3,399,"Physics & Astronomy,Other Health,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Chemistry,Psychology,Veterinary Science,Sport Science,Art, Performing Arts & Design,Geography,Computer Science,Law,Mathematics & Statistics,Sociology,Accounting & Finance,Communication & Media Studies,Architecture,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/liverpool-john-moores-university
366,Italy,University of Salento,854,350-400,367,27.2,354,73.1,57,24.4,348,-,19.1,301,26.5,275,"Education,Mathematics & Statistics,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Law,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Psychology,Sociology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics",/world-university-rankings/university-salento
367,United Kingdom,Loughborough University,837,350-400,368,9.2,400,39.4,178,66.7,119,-,25.7,240,27.9,260,"Education,Sociology,Biological Sciences,Chemistry,Business & Management,Communication & Media Studies,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,History, Philosophy & Theology,Other Health,Electrical & Electronic Engineering,Economics & Econometrics,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Sport Science,Geography,Computer Science,Psychology,Physics & Astronomy,Mathematics & Statistics,Mechanical & Aerospace Engineering,Civil Engineering,Politics & International Studies (incl Development Studies)",/world-university-rankings/loughborough-university
368,United Kingdom,University of Strathclyde,856,350-400,369,19.3,388,33.1,249,63.0,140,-,17.7,323,24.4,302,"Sport Science,Architecture,Biological Sciences,Communication & Media Studies,Mathematics & Statistics,Physics & Astronomy,Civil Engineering,Psychology,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Law,History, Philosophy & Theology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Education,Mechanical & Aerospace Engineering,Chemical Engineering,Accounting & Finance,Art, Performing Arts & Design,Computer Science,Chemistry,Economics & Econometrics",/world-university-rankings/university-strathclyde-0
369,Thailand,Mahidol University,838,350-400,370,20.9,381,29.0,305,45.0,229,-,14.7,356,29.9,233,"Other Health,Mathematics & Statistics,Biological Sciences,Computer Science,Physics & Astronomy,Sociology,Geology, Environmental, Earth & Marine Sciences,Chemistry,Economics & Econometrics,Communication & Media Studies,Accounting & Finance,Business & Management",/world-university-rankings/mahidol-university
370,Australia,Swinburne University of Technology,858,350-400,371,35.6,319,40.3,171,64.6,132,-,11.3,388,15.5,388,"Psychology,Computer Science,Physics & Astronomy,Other Health,Civil Engineering,Communication & Media Studies,Mathematics & Statistics,Sport Science,Sociology,Architecture,Chemistry,General Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Business & Management,Art, Performing Arts & Design,Education,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering",/world-university-rankings/swinburne-university-technology
371,United Kingdom,Aston University,816,350-400,372,11.7,397,26.8,337,84.5,42,-,19.9,292,16.2,382,"Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Other Health,Psychology,Computer Science,Business & Management,Law,Electrical & Electronic Engineering,Chemical Engineering,Biological Sciences,General Engineering,Mathematics & Statistics,Chemistry,Physics & Astronomy,Sociology,Accounting & Finance",/world-university-rankings/aston-university
372,United States,Michigan Technological University,840,350-400,373,24.8,364,41.9,151,32.3,290,-,13.8,369,21.2,329,"Accounting & Finance,Agriculture & Forestry,Archaeology,Architecture,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemical Engineering,Chemistry,Civil Engineering,Communication & Media Studies,Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology,Sport Science",/world-university-rankings/michigan-technological-university
373,Estonia,University of Tartu,859,350-400,374,34.4,327,26.3,345,42.0,240,-,17.8,321,17.8,364,"Education,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,Business & Management,Economics & Econometrics,Communication & Media Studies,Computer Science,Physics & Astronomy,Archaeology,Sociology,Art, Performing Arts & Design,Sport Science,Biological Sciences,Geography,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Other Health,Mathematics & Statistics,Law,Chemistry,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-tartu
374,United States,Auburn University,817,350-400,375,10.3,399,47.3,121,22.5,363,-,18.7,307,33.7,199,"Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Psychology,Geography,Other Health,General Engineering,Chemistry,Physics & Astronomy,Civil Engineering,Mathematics & Statistics,Computer Science,Sociology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Business & Management,Education,History, Philosophy & Theology,Accounting & Finance,Veterinary Science,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Chemical Engineering,Agriculture & Forestry",/world-university-rankings/auburn-university
375,Taiwan,National Central University,841,350-400,376,27.1,356,78.6,48,22.2,364,-,21.4,279,24.7,296,"Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Civil Engineering,Computer Science,Physics & Astronomy,General Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Law,Other Health,Chemistry,Economics & Econometrics,Chemical Engineering,Languages, Literature & Linguistics,Business & Management",/world-university-rankings/national-central-university
376,Japan,Tokyo University of Agriculture and Technology,860,350-400,377,21.7,378,41.5,157,18.0,389,-,15.8,347,26.5,273,"Geography,Mechanical & Aerospace Engineering,Computer Science,Chemistry,Mathematics & Statistics,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sport Science,Sociology,Agriculture & Forestry",/world-university-rankings/tokyo-university-agriculture-and-technology
377,Australia,Griffith University,825,350-400,378,20.3,383,30.7,285,79.0,64,-,16.2,338,15.7,386,"Medicine & Dentistry,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Biological Sciences,Education,Sport Science,Accounting & Finance,Chemistry,Law,Archaeology,Other Health,Architecture,Art, Performing Arts & Design,Psychology,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology",/world-university-rankings/griffith-university
378,Italy,University of Bari Aldo Moro,818,350-400,379,35.1,323,30.6,287,30.5,301,-,17.4,325,23.1,315,"Chemistry,Computer Science,Business & Management,Archaeology,Law,Languages, Literature & Linguistics,Physics & Astronomy,Other Health,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Biological Sciences,Education,Mathematics & Statistics,Sport Science,Economics & Econometrics,Psychology,History, Philosophy & Theology,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Accounting & Finance",/world-university-rankings/university-bari-aldo-moro
379,Ireland,Maynooth University,843,350-400,380,22.1,376,27.1,333,74.8,80,-,18.6,310,22.9,318,"Education,Geography,Physics & Astronomy,Sociology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Biological Sciences,Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Law,Business & Management,Languages, Literature & Linguistics,Art, Performing Arts & Design,Accounting & Finance,Communication & Media Studies,Electrical & Electronic Engineering,Economics & Econometrics",/world-university-rankings/maynooth-university
380,Finland,University of Turku,861,350-400,381,28.9,349,32.3,263,41.4,242,-,21.5,275,20.4,338,"Medicine & Dentistry,Psychology,Civil Engineering,Sociology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Accounting & Finance,Chemistry,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Archaeology,Other Health,Mathematics & Statistics,Geography,Communication & Media Studies,Education",/world-university-rankings/university-turku
381,United Kingdom,Heriot-Watt University,828,350-400,382,18.8,391,41.1,160,82.6,45,-,16.2,339,21.5,326,"Electrical & Electronic Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Psychology,Mathematics & Statistics,Chemistry,General Engineering,Physics & Astronomy,Civil Engineering,Computer Science,Languages, Literature & Linguistics,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Art, Performing Arts & Design,Accounting & Finance,Chemical Engineering",/world-university-rankings/heriot-watt-university
382,United States,Clemson University,819,350-400,383,25.5,361,30.8,283,28.5,313,-,17.0,331,20.8,332,"Accounting & Finance,Agriculture & Forestry,Architecture,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemical Engineering,Chemistry,Civil Engineering,Communication & Media Studies,Computer Science,Economics & Econometrics,Education,Electrical & Electronic Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Law,Mathematics & Statistics,Mechanical & Aerospace Engineering,Medicine & Dentistry,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology,Veterinary Science",/world-university-rankings/clemson-university
